ID	hapR	vpsR	vpsT	vpsR,vpsT	vpsR,hapR	vpsT,hapR	vpsR,vpsT,hapR
VC2167	0.126902718	-0.15464548	-0.042881121	-0.057275624	-0.289221711	0.069442296	0.209590988
VC2168	-0.130086865	0.060244842	-0.106652602	-0.014807111	-0.264657679	0.003773923	0.299254603
VC2169	-0.064291655	0.080675979	-0.085496072	0.032256708	0.407973062	0.018711336	-0.155425872
VC2170	-0.120047845	1.099626806	0.265989332	-0.148399596	1.322627783	0.586618712	0.328097597
VC2171	0.489250208	0.146470955	0.349839578	0.22590982	2.867421808	0.462703169	0.108236069
VC2172	-0.019162644	0.207121234	0.249963426	0.153760251	0.201124885	0.221041891	0.130132595
VC2173	-0.116652208	0.342064591	0.172345739	0.479380784	1.215019848	0.175673415	0.535985106
VC2174	0.437574527	-0.046246012	-0.09519589	0.063958165	0.358407621	0.344696685	-0.027915253
VC2175	-0.112308483	-0.212056754	-0.234076215	-0.222521105	-0.086511404	-0.183011727	0.152759849
VC2176	-0.085921468	0.169535308	-0.142648376	0.094704882	-0.110687147	0.103319302	-0.242442514
VC2177	0.336965754	0.000391015	-0.128245182	0.134737027	0.069107516	0.027739081	0.267170787
VC2178	-0.056981485	-0.049695434	-0.290938749	-0.129953335	-0.052997592	-0.014664737	-0.069609718
VC2179	0.050354536	-0.471705172	-0.521529333	-0.374003897	-0.203067646	-0.277344778	-0.210528205
VC2180	-0.045281301	0.079042199	-0.247153767	-0.094470536	0.203494077	-0.061708794	-0.076101006
VC2181	-0.323492471	0.14269221	-0.089820939	0.156038475	-0.218906006	-0.194971747	0.16182244
VC2182	0.16816384	-0.156355302	-0.109229051	-0.139191614	-0.379704686	0.016341199	-0.027503174
VC2183	0.41053411	-1.214192639	-0.962555295	-0.855160506	0.239910303	-0.043843302	-0.014241356
VC2184	0.004946088	-0.029034755	0.004063949	-0.00843743	0.099554128	0.179931425	0.364829089
VC2185	-0.135303901	-0.137639159	-0.164612963	-0.064841979	-0.950043785	0.159885573	0.313165897
VC2186	-0.299485471	-0.358337434	-0.044262735	-0.332934314	-0.10086414	-0.19088271	-0.035285123
VC2187	-0.381259224	-0.092557806	0.042513127	-0.140976015	0.043570228	0.042353864	-0.736636833
VC2188	-0.795179012	0.053050977	-0.024407068	-0.013661841	0.036725304	0.545327708	0.163614158
VC2189	-1.009311711	0.336824125	0.319676107	0.471897715	0.929205112	0.225741446	0.830553486
VC2190	-0.296527212	0.286551346	0.146578275	0.188320391	-0.19941879	0.439000758	-0.023927928
VC2191	-0.493036271	0.284554182	0.175008447	0.287153351	0.307621417	0.210196537	0.143074389
VC2192	-0.095200567	0.03860473	-0.066866056	0.191421361	0.394251711	0.390090721	-0.04181781
VC2193	1.457782202	0.243213157	0.278655158	0.309181675	0.371046478	0.298326279	0.254172069
VC2194	-0.394497513	0.159350327	0.120378507	0.33053958	0.416476934	0.230183028	0.327212571
VC2195	-0.541317116	0.045965363	0.181861564	0.196124919	0.561654989	0.070013971	0.267605901
VC2196	-0.189201247	-0.053812273	0.08881486	-0.112113076	-0.107477311	0.272327925	0.205246196
VC2197	-0.571153845	-0.209719829	-0.486395367	-0.183478621	-0.056878159	-0.255076681	-0.190053582
VC2198	-0.709674484	-0.212128663	-0.405094534	-0.331021757	-0.263132537	-0.002227702	-0.086105279
VC2199	-0.517786205	0.14209913	0.015219415	0.021511441	0.036500079	0.125345255	0.178423039
VC2200	-0.519505099	0.304534592	0.062949398	0.173462943	0.177348515	0.155336639	0.422633435
VC2201	6.63267E-05	0.211127649	0.17449634	0.075469874	-0.181877429	0.117059532	-0.287035803
VC2202	-0.091942697	0.289668162	0.202331555	0.025279161	-0.055390102	0.295004445	-0.281025065
VC2203	0.064963523	0.027780872	0.076577288	0.052778621	-0.14440546	0.15732968	-0.065965325
VC2204	0.023028288	0.425822881	0.291167525	0.047556378	0.432102325	0.100107159	-0.02946515
VC2205	-0.174059706	0.160823354	0.230029415	-0.052494374	-0.310254081	0.013458421	-0.06675088
VC2206	-0.498594982	0.064845673	0.31800626	-0.066411198	-0.581611756	0.421270457	0.101597873
VC2207	-0.497893502	-0.019920148	0.048959699	-0.15462711	0.182611897	0.173194527	-0.059710912
VC2208	-0.169307535	-0.052193692	-0.201871469	-0.106719392	0.043012459	-0.043723929	-0.093809099
VC2209_1	-0.145024094	-0.2396259	0.021842917	-0.041316569	-0.168419775	0.881270915	0.126415198
VC2209_2	0.167330538	0.136029082	0.313415784	0.011464419	0.211378847	0.38114008	-0.037498432
VC2210	-0.111578553	0.195614524	0.220151452	-0.088191279	-0.001763065	0.1968379	-0.122803777
VC2211	-0.264917669	-0.142602069	-0.056124429	-0.49165458	0.619559379	0.060767336	1.067335858
VC2212	1.986181182	-0.55375476	-0.440784254	-0.714355309	1.806515171	1.291851236	1.663196596
VC2213	0.488353677	-1.654497463	-1.06769495	-1.810934121	-1.605419251	-0.64490956	-2.308511219
VC2214	-0.002930386	-0.373643322	-0.123614049	-0.144811889	-0.610440177	0.187299674	-0.169613971
VC2215	0.249464054	-0.240063453	-0.279757023	-0.432164942	-0.30079537	-0.272241836	-0.066739976
VC2216	0.096989403	-0.252455264	-0.012737483	-0.063775557	0.475664953	-0.250312183	0.112077052
VC2217	1.347639697	-0.326442912	-0.092970624	-0.253164421	0.338236089	0.274470414	-0.650728098
VC2218	0.057662717	-0.518468598	-0.18119568	-0.393397305	0.896558722	-0.254312656	-0.709736045
VC2219	0.006180627	0.127101566	0.050484411	0.101620317	-0.286435982	0.192404398	0.232947024
VC2220	0.235152165	0.099043237	-0.048848547	0.028846634	0.361548976	-0.092437227	0.098507055
VC2221	0.335272301	-0.10114482	-1.09550763	-0.214417739	-1.977558373	-0.400491163	-0.151479096
VC2222	0.111071703	0.084611539	-0.040078553	0.028356428	0.274075759	-0.079767705	0.530667264
VC2223	-0.101066912	0.227575351	0.256075438	0.292756629	0.390448273	0.036382638	0.335637568
VC2224	0.315844196	-0.253363993	-0.16993899	-0.142408135	-0.178200595	-0.037356285	0.385186424
VC2225	0.105532641	-0.040124529	0.307927973	0.121402192	-0.308268346	0.362052785	-0.378783199
VC2226	0.336157323	-2.256230006	-1.953147495	-2.152928971	0.676650574	0.810300178	-0.469211982
VC2227	0.324267932	-2.892620738	-2.107734517	-2.657637499	0.758972345	1.134237761	-0.186278057
VC2228	0.334371647	0.451210573	0.248755368	0.387503621	0.153308117	-0.073981625	0.198805901
VC2229	0.123949473	0.194459512	0.135057267	-0.107422564	-0.354792136	0.035364014	-0.000991192
VC2230	0.206971728	-0.016615545	0.014691504	-0.00876794	-0.088291635	0.148318882	-0.279916576
VC2231	0.078417058	0.054120324	-0.259491188	-0.094142731	1.089604795	-0.069164847	-0.540931931
VC2232	-0.063349378	-0.061836608	-0.178975299	-0.174645861	-0.280679396	-0.168114806	-0.204318541
VC2233	-0.100240761	-0.174488939	-0.226001073	-0.094049235	0.086126964	-0.001887793	-0.017118527
VC2234	0.359077113	0.18962048	0.289601596	0.281462307	0.575729255	0.241645112	0.184079924
VC2235	0.034040817	0.046387127	-0.00773945	0.010008425	-0.208302277	0.057723592	-0.005202396
VC2236	-0.05234784	0.019293763	0.149746943	0.033676543	0.091383221	0.107067779	0.079041189
VC2237	0.077293883	-0.035690983	0.084134707	0.100178035	-0.183615876	0.139990086	0.173611394
VC2238	-0.016563312	-0.165823398	-0.177658055	-0.022031644	-0.763253241	0.027770802	-0.346642676
VC2239	0.547094678	0.105297006	0.159269508	0.095617764	-0.542130161	0.342658579	-0.139360934
VC2240	0.46885656	-0.932955787	-0.705799543	-0.726087531	-1.320156037	-0.221368021	-0.797190418
VC2241	0.735134148	0.14885581	0.095544615	0.203310706	0.531617549	0.430657785	-0.007331091
VC2242	0.114132649	-0.037575943	0.029270665	0.011061966	-0.318064739	0.033802827	0.072196592
VC2243	0.200523059	0.041057033	0.141845285	0.089784903	0.768673569	0.446677646	0.899253908
VC2244	0.008006515	-0.228352239	-0.116368123	-0.1386635	-0.297155746	0.076919014	0.107720964
VC2245	-0.031220293	0.232654516	0.268680113	0.157277344	0.395235817	-0.063249208	0.267141732
VC2246	-0.182174982	0.054638645	0.193324592	0.073545168	0.080459004	0.069323206	-0.014024258
VC2247	-0.045420184	-0.068686372	0.225976155	0.014858078	-0.214273374	0.136004609	-0.088477873
VC2248	-0.084196598	-0.112684478	-0.104622045	-0.147347134	-0.047611676	-0.046624117	-0.168260611
VC2249	-0.071112936	0.11480854	0.112260943	0.067587415	0.208518466	0.020885757	0.115656692
VC2250	0.157928128	-0.11978395	-0.194128845	-0.318959566	0.103227278	0.081148542	-0.144926205
VC2251	0.002712489	-0.285325556	-0.240928674	-0.247969107	-0.207419678	-0.282117195	-0.140828446
VC2252	0.075651437	-0.041356896	-0.169313182	-0.175069063	-0.007025394	0.029076961	-0.26896442
VC2253	0.138661863	0.107289864	0.169695753	-0.094794884	-0.056386325	-0.053032536	-0.315656976
VC2254	-0.131356095	0.23258722	0.226175885	0.033242964	0.201396397	0.30329811	0.277669073
VC2255	-0.100901496	0.600577859	0.464321586	0.414174751	0.509926422	0.49429948	0.503586502
VC2256	-0.184033623	0.427077148	0.275066615	0.148688824	0.101478398	0.240271376	0.078443597
VC2257	-0.112697328	-0.253280874	-0.100271363	-0.154499506	-0.712426784	0.586782162	0.358730279
VC2258	-0.085542675	-0.051535835	-0.151928888	0.005341414	-0.130569283	0.047655099	-0.141812612
VC2259	-0.074208547	-0.121818858	0.018035091	0.045113571	-0.517635731	0.577049527	0.379486667
VC2260	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!
VC2261	-0.109116774	-0.012085668	-0.230674152	0.008140736	0.048228722	-0.048746591	-0.055301414
VC2262	0.142493393	0.081823186	0.142520563	0.11755815	-0.303835004	0.192197331	0.212934617
VC2263	0.102949378	0.179601632	0.028029389	-0.006432799	0.044395622	-0.032597694	-0.035432585
VC2264	1.05170987	-0.067386799	-0.16383061	-0.10053119	0.163132113	0.021390962	-0.195406917
VC2265	-0.188657894	0.120461682	-0.089733069	-0.030669058	-0.150007658	0.062904335	0.142503089
VC2266	-0.396943613	-0.106468104	-0.310576923	-0.120290915	-0.108400479	-0.061429463	-0.326899386
VC2267	-0.022307688	0.520869906	0.690182382	0.459316824	0.46113999	0.17512819	0.049194571
VC2268	-0.113771526	0.497724245	0.507741884	0.402114821	0.446363174	0.380090736	-0.367186034
VC2269	0.158617205	0.074216935	0.030683774	-0.029186826	0.354445103	0.119437689	0.189553948
VC2270	0.072837887	0.022731146	0.016822429	-0.005631431	0.033009543	0.170631641	-0.178749382
VC2271	0.141954005	0.279637725	0.198843708	0.098963294	0.269675424	0.0992641	-0.067332193
VC2272	0.336685207	0.551801717	-0.053894498	-0.095797443	0.273945007	0.179278446	-0.092339418
VC2273	-0.022016013	-0.078856569	-0.0152128	-0.122310601	-0.018314515	-0.031452591	-0.203485657
VC2274	-0.13739006	0.005407765	0.082378899	-0.061770329	0.039098539	0.141165262	0.154456819
VC2275	0.275202677	-0.048540826	0.125282142	0.114052878	-0.302210577	0.106990759	0.396451048
VC2276	-0.1544259	-0.160359291	-0.154075409	-0.257157855	-0.689251505	-0.097828722	-0.143581352
VC2277	0.096388723	-0.704609263	-0.389020891	-0.548129523	0.337124155	0.506191934	0.539200765
VC2278	0.158028935	-0.412172384	-0.229414437	-0.51972295	0.629777822	0.44265131	0.403382901
VC2279	-0.082256674	-0.038102038	0.245223825	0.032425554	0.13593691	0.353780718	0.483160896
VC2280	0.083412941	0.234336017	0.160283222	0.001199824	0.20357569	0.082689726	0.236238528
VC2281	-0.079050194	-0.033679322	0.033033787	-0.048859137	0.095293106	0.226857447	0.007178572
VC2282	0.209287246	-0.220620545	-0.308393739	-0.296984132	-0.13076868	0.017101439	0.578484615
VC2283	-0.109455137	0.053561911	0.076040936	0.128970819	0.241526402	0.151264596	0.113514421
VC2284	0.363474081	0.310613045	-0.4164533	-0.295999599	1.60318319	-0.715938066	0.383379018
VC2285	-0.07133396	0.123682488	-0.023018857	-0.262044632	-0.13492562	-0.275607176	-0.399524048
VC2286	0.088505435	-0.242054656	-0.129287423	-0.281464693	-0.446515472	0.08468579	-0.388477776
VC2287	0.604580619	0.588042343	0.235604603	0.17551702	-0.872233292	-0.060263406	0.739239719
VC2288	-0.14639833	0.066556608	0.035449528	0.099473191	-0.164168274	0.118409439	0.09501491
VC2289	-0.330503341	0.186951941	-0.156027278	0.143222466	0.26948174	-0.121144168	0.181467468
VC2290	-0.155094147	-0.070064299	-0.274437825	-0.059849684	0.086725163	-0.066649913	0.153195036
VC2291	-0.195620475	0.145792606	-0.1927224	0.068076642	0.265458063	-0.061997365	0.06326369
VC2292	-0.237844623	0.142115819	-0.086615929	-0.008972449	0.20777931	-0.094583272	0.064385595
VC2293	-0.291421829	0.028538256	-0.306422917	-0.038293757	0.060763596	-0.071111457	0.037022266
VC2294	-0.171966665	0.195922826	0.052283436	0.109958832	0.226558323	-0.09737964	0.068214358
VC2295	-0.135210907	0.034905031	-0.051654073	0.054696959	0.258026689	-0.086934025	-0.014243747
VC2296	-2.336735694	-1.283291426	-1.669674041	-2.813933241	-1.211514066	-0.958148005	-2.322387751
VC2297	0.104689726	-0.352570002	-0.331727965	-0.357552637	-0.349210916	-0.057193737	-0.11296219
VC2298	0.035739906	-0.323751275	-0.390864095	-0.358955485	-0.354913549	-0.407209239	-0.652383509
VC2299	0.004011287	-0.209303332	-0.241800447	-0.291609443	-0.489253737	-0.042175751	0.087795075
VC2300	0.02833612	-0.173007721	-0.257581808	-0.191411013	-0.510548096	0.062345695	-0.666968313
VC2301	0.138663462	-0.025758001	0.020725204	-0.01259588	-0.932488734	0.258847975	-0.103906959
VC2302	0.336878348	0.12805028	-0.088874442	-0.15566246	-0.209484713	0.115939582	-0.220752048
VC2303	0.098170411	0.275664462	0.225198913	0.171224651	0.120819728	0.14431934	-0.01380803
VC2304	-0.134863053	0.736896283	0.161982116	0.101779955	#DIV/0!	0.989892504	-1.103028276
VC2305	0.222320407	-0.185646485	0.03107648	0.066007104	0.776097414	0.883098984	0.635786288
VC2306	-1.05185298	-1.827797981	-2.13494119	-1.563997673	-3.808172735	-1.95601494	-3.204985298
VC2307	0.105225818	0.14113687	0.444342561	0.250720233	0.557232595	0.212136071	0.396066505
VC2308	0.178614582	-0.104842534	-0.09263857	-0.095654246	0.330360594	-0.108763389	0.857579481
VC2309	0.11212497	-0.170877611	-0.165551101	-0.066170234	-0.200825142	-0.185721372	-0.192038938
VC2310	-0.297562606	-0.010553217	0.105365472	0.080986118	-0.466949662	0.102687589	0.096011005
VC2311	-0.163560406	0.216202734	0.278962888	0.33102183	0.11001583	0.141381241	0.055403389
VC2312	0.013862597	-0.394962932	-0.330470184	-0.389789817	-0.64660937	-0.047759604	-0.330965358
VC2313	-0.472285586	0.041637004	-0.147435511	0.36090354	#DIV/0!	-0.510443331	#DIV/0!
VC2314	0.01714683	0.168366512	0.173706041	0.186370778	0.190049176	0.086245237	0.091567384
VC2315	-0.349565679	0.083948175	0.181323552	0.293782002	0.261330956	0.229983312	-0.290115803
VC2316	-0.401490137	-0.225108131	-0.148147395	-0.453941532	-0.53410638	-0.001900025	3.121932905
VC2317	0.436168366	2.592644512	-0.164377211	0.204875509	-0.258024058	-0.091438754	0.483779074
VC2318	-0.369894939	0.220946031	0.449303625	0.30882479	-0.406070573	-0.026567838	0.605110477
VC2319	0.235442172	-0.10184789	0.093511455	0.07938733	-0.682047356	0.136925484	0.373385692
VC2320	0.069159318	-0.108231553	0.076454908	-0.009924949	-0.096654526	0.114316142	0.037531098
VC2321	-0.116077501	-0.277085085	-0.068092511	-0.241997009	0.035594589	0.026996355	0.222535592
VC2322	0.051654847	-0.224024098	0.049299727	-0.029487487	-0.232864297	0.075347546	0.106567697
VC2323	0.031699717	-0.100848158	-0.198523736	-0.006167053	0.182872883	-0.075631146	0.912089004
VC2324	-0.146913864	-0.009188795	-0.123840228	-0.234085593	-0.305085822	-0.029868678	-0.335542547
VC2325	-0.268284558	0.112555629	-0.101795736	-0.195285037	-0.249786534	-0.004203778	0.134587542
VC2326	1.087508354	0.076369433	0.063002736	0.435102615	0.605894405	0.120162167	1.146072667
VC2327	0.174867369	0.082990373	-0.203416415	-0.349723178	-0.12407131	0.080250693	-0.171083486
VC2328	-0.08349035	-0.149700382	-0.289966478	-0.018895608	0.118712306	-0.248907745	0.509819344
VC2329	-0.08650673	-0.326378522	-0.305891947	-0.293474931	0.27969587	-0.121227379	0.110421384
VC2330	-0.037103376	0.080525601	0.009466674	0.369546494	0.401546461	-0.035245209	-0.008774061
VC2331	-0.372097443	-0.5422861	-1.078573187	-0.53553461	-1.550938114	-0.319960299	-1.296236145
VC2332	-0.113766582	-0.078743246	-0.130916517	-0.201268671	-0.518903795	0.035198761	-0.089686084
VC2333	0.0512337	-0.29281086	-0.295661766	-0.329642106	0.104778765	-0.228834194	-0.01723812
VC2334	-0.026665847	-0.111490542	-0.358557963	-0.307975029	-0.35918674	-0.004486494	-0.082692212
VC2335	0.146143768	0.166714833	0.246695885	0.338965184	0.425586763	0.137030078	0.013686903
VC2336	0.106702189	-0.202304379	-0.433898266	-0.299611375	-0.155603095	-0.19825705	-0.076327395
VC2337	0.845039503	-0.363467924	-0.131098605	0.011757186	-0.067162356	0.085983849	-0.072398178
VC2338	1.16362876	0.118693227	-0.554553163	-0.661640588	-0.288252816	-0.446505792	-1.01150172
VC2339	0.223618928	-0.105030336	-0.06044678	0.204794969	-0.325605991	-0.011192216	0.100155719
VC2340	0.226714874	-0.063495716	0.028434366	0.097012295	-0.649143908	0.142458289	0.354878602
VC2341	0.432865487	-0.235146352	-0.252433975	-0.00079521	0.216484606	0.128955256	0.316494107
VC2342	-0.189506557	-0.21861211	-0.19863003	-0.302796753	-0.979619845	0.283995012	-0.013587938
VC2343	-0.222268238	0.187422372	0.002112295	0.096445079	-0.379530319	0.084407143	0.090725388
VC2344	0.153281861	-0.18033998	-0.205599621	0.038284454	-0.284625711	-0.037690523	0.13514061
VC2345	0.329446319	-0.32189891	-0.469471174	-0.739204301	-0.687030586	-0.184001812	-0.228052526
VC2346	-0.061490978	0.330986318	0.36735789	0.218207841	0.351540313	0.105631051	0.708516358
VC2347	0.174265466	0.623204548	0.65259836	0.711791122	0.08920872	-0.0197863	0.000529296
VC2348	0.590151513	1.366815462	1.128665096	1.404287177	0.841146138	0.677943316	0.388049771
VC2349	0.60244906	1.445609249	1.37808038	1.651355321	1.028656047	0.37553248	0.448985383
VC2350	0.224578867	1.741822925	1.236970115	1.508220776	0.572397236	0.392926557	0.074070208
VC2351	0.342003839	-0.225342587	0.01978604	-0.024113578	-0.111238468	0.182905333	0.003286118
VC2352	0.908954316	0.834472308	0.841773119	1.133695848	2.345213559	1.382472026	1.358566424
VC2353	0.253202557	-0.165379199	-0.072308778	0.039962435	0.142263269	-0.081606458	0.136283347
VC2354	0.300396563	0.237152776	0.071006677	0.164638817	0.378178847	0.178460789	0.611587691
VC2355	0.09674185	0.100112021	-0.095051954	0.082129459	0.249764863	-0.240366961	-0.095568001
VC2356	-0.098719905	-0.078210023	-0.283235167	-0.319114998	0.082619829	0.254719137	-0.076715648
VC2357	1.432583263	0.36665456	-0.217116546	0.683250708	-0.809661636	2.842861019	-0.023975905
VC2358	-0.201481466	0.026795887	-0.289293273	-0.223619053	-0.121475752	0.225718537	0.061274591
VC2359	-0.220054493	-0.032819359	-0.305710489	-0.230936144	-0.030044612	-0.116892673	0.105482377
VC2360	0.211862645	0.468974722	0.346913209	0.405284691	0.222119583	0.234747225	-0.374279066
VC2361	-0.475720476	-0.674591114	-1.765287252	-1.576713585	-0.569343793	-0.75366566	-0.293995505
VC2362	0.086135035	-0.182962563	-0.153758172	-0.093324818	-0.67700085	-0.022723814	-0.023727935
VC2363	-0.187210799	0.148710741	0.088265177	0.07626098	-0.419136219	-0.176001598	0.204816928
VC2364	-0.093177276	0.414970825	0.255662133	0.290872546	-0.161979154	0.040689474	0.009983686
VC2365	0.064595333	0.030567995	0.032536078	-0.048729706	0.005744366	-0.098641981	-0.096335723
VC2366	0.622740924	0.140450621	0.236958614	-0.335904518	-0.308676694	0.500854404	-0.269774814
VC2367	0.44534837	-0.118624921	-0.350865305	-0.299445156	-0.091371285	-0.378908709	-0.300947423
VC2368	-0.391919399	0.350867645	-0.474452875	-0.350751398	-0.195205862	-0.221718879	-0.22909127
VC2369	0.031172286	0.39897732	0.118830086	0.109720889	0.26045229	0.241442772	-0.030973171
VC2370	-0.091901203	0.04921214	-0.02871362	-0.033808544	0.361858682	-0.002236234	0.305368763
VC2371	0.576640117	0.545985864	0.104989931	-0.111434363	0.112177536	-0.076212036	1.706390312
VC2372	0.430592194	1.284481457	0.278844621	0.376864343	0.798895312	0.12120539	#DIV/0!
VC2373_1	0.268537543	-0.10213562	0.000582566	0.026078981	-0.130739135	-0.028248269	0.255510314
VC2373_2	-0.039921591	0.123577272	0.082603015	0.32538928	0.265756315	-0.068006298	0.181195352
VC2374	0.837382936	0.079533977	-0.123840581	0.015489559	-0.301688757	0.114146892	-0.29075652
VC2375	0.718622105	-0.677500134	-1.024738403	-0.690785246	#DIV/0!	0.960704276	-0.628763293
VC2376_1	-0.110728575	0.071751263	-0.242308297	-0.105373506	-0.313383102	-0.008276586	-0.281904625
VC2376_2	0.043190657	0.354291813	0.236638688	0.292331243	0.29763086	0.295037339	-0.199791648
VC2377	0.167315928	0.099281966	0.08662983	0.202005016	-0.040473972	0.083276143	-0.066348087
VC2378	0.553689077	0.025198832	-0.074404625	-0.048097088	-0.247336615	0.440047855	-0.740010597
VC2379	0.066180216	-0.224628514	-0.149152111	-0.210124702	0.079399655	0.005826429	-0.017523434
VC2380	0.077153118	0.189343636	0.272918828	0.215671918	0.650168755	0.405523009	0.105625447
VC2381	0.072460489	0.112507628	-0.075544582	0.05771022	0.552146018	-0.108605178	0.175575717
VC2382	0.220912721	0.103136502	0.309186614	0.24686968	0.345010876	0.382663127	0.228397602
VC2383	0.168824702	0.202249256	0.11325745	0.369240009	0.430333517	0.149389756	0.120922603
VC2384	-0.047943969	0.050699743	-0.166789553	0.020653332	0.565817709	-0.19809758	0.039193981
VC2385	-0.041485462	0.577808186	0.64831531	0.392439325	0.457526834	0.314932935	0.194007843
VC2386	-0.131948002	0.631762787	0.113443416	0.103691256	0.313255552	0.20098805	-0.301041001
VC2387	-0.088171478	0.396825318	0.296048982	0.098121283	0.180337728	0.097783669	0.314797921
VC2388	-0.24281661	0.530177105	0.521145734	0.490666958	-0.184065172	0.308772952	-0.236794636
VC2389	0.109210433	-0.932456635	-1.205292915	-1.396295	-0.353300458	0.43333742	-0.813178171
VC2390	-0.099257466	-1.761527943	-1.527278596	-1.967163798	-0.93681334	0.773303865	-1.500090053
VC2391	0.260203782	-0.21712543	-0.37122296	-0.367251461	-0.167223115	-0.117566831	-0.267372174
VC2392	0.300205087	-0.167350196	0.069185959	-0.003657036	0.257141838	0.262239335	0.516346565
VC2393	-0.024777851	-0.024170224	0.011547061	0.120575233	-0.030587353	-0.074226085	0.091516089
VC2394	0.486210236	0.05047441	-0.032815733	-0.093970655	0.3060659	0.524327648	0.517211557
VC2395	-0.265952719	0.143782341	0.095921597	0.095764254	0.495599427	0.046146201	0.379053529
VC2396	-0.096486994	-0.222790178	-0.014426252	-0.216632049	-0.287186783	0.322285242	0.356176955
VC2397	-0.091757762	-0.68627516	-0.524305463	-0.654365281	-0.557291883	-0.272285821	-0.372987615
VC2398	-0.041790896	-0.162568861	-0.097958577	-0.214355759	-0.178709622	-0.070528629	-0.163350479
VC2399	0.072086604	-0.181389034	0.002200012	-0.305288389	-0.171863058	-0.046168862	-0.474923831
VC2400	0.119711564	-0.454093032	-0.292721391	-0.28850946	-0.412750166	-0.015390848	0.338528225
VC2401	0.202582452	-0.019474969	0.213265172	-0.024259843	0.415114422	0.202890929	0.343814825
VC2402	0.013671882	-0.057087237	-0.101194743	0.022507547	-0.020354483	0.212109886	0.357915633
VC2403	0.11767801	0.054361495	0.260582998	0.215309036	0.513419995	0.116926127	0.260386329
VC2404	0.044751574	0.137214577	0.128664365	-0.013000212	0.031048205	0.323218511	-0.159669671
VC2405	0.012577133	0.21425626	0.312461446	0.200583964	0.419005331	0.28879674	0.260615976
VC2406	0.227362069	-0.152771459	-0.014966234	-0.129452119	0.105071896	0.142190519	0.0182915
VC2407	0.226458263	-0.099107909	-0.06977264	-0.018368891	0.423220939	0.031970595	0.110190148
VC2408	0.135127389	0.13134814	0.228920328	0.05503416	0.452019339	0.205173685	0.142353807
VC2409	0.131737593	-0.110716818	-0.090415199	-0.14657422	-0.327709906	-0.010801072	-0.079178548
VC2410	-0.011075732	-0.053184034	-0.084262758	0.036595966	0.481264315	-0.079169343	0.375136362
VC2411	0.046968816	0.676096289	0.180272171	0.37660089	#DIV/0!	0.031125231	#DIV/0!
VC2412	-0.059535289	-0.396210603	-0.567336175	-0.303615281	-0.090077979	-0.025054645	-0.08126916
VC2413	-0.273955859	-0.277797357	-0.346757578	-0.272920569	-0.073680549	-0.12982203	0.031252076
VC2414	-0.498286813	-0.392939298	-0.573139858	-0.379166844	-0.258833658	-0.402101841	-0.215597807
VC2415	-0.402680082	-0.1279406	-0.39814118	-0.208442408	0.170691267	-0.158695993	0.229549145
VC2416	0.094326185	-0.902265036	-0.92951089	-0.898460834	-0.215431979	-0.197533076	-0.131891388
VC2417	-0.094965435	-0.280070299	-0.12649521	-0.160641714	0.020216606	0.072918688	-0.019751306
VC2418	-0.028068896	-0.354826411	-0.25098256	-0.218556546	-0.263947573	-0.06983971	-0.302950179
VC2419	0.116754856	0.163263413	0.42146432	0.288311032	0.041176213	0.218797595	0.316313236
VC2420	-0.000273288	0.29753546	0.292651843	0.258894943	0.157474952	0.095555897	-0.095202133
VC2421	-0.11211929	-0.015590688	0.252851396	0.002470396	0.173694391	0.190207705	0.18323571
VC2422	0.214589601	-0.461223178	-0.289353528	-0.18649111	-0.298067327	-0.040108831	0.201109061
VC2423	0.037692784	-0.029819418	0.085093752	-0.043594256	-0.684248152	-0.001379109	0.426439184
VC2424	0.163166426	0.051058152	-0.069510197	0.010387346	0.167846117	-0.005092927	-0.10765931
VC2425	0.052555992	0.010209312	-0.00926121	0.033245324	1.121909348	0.079379966	0.210372887
VC2426	-0.227204463	-0.116696454	0.029470715	-0.085137874	0.116128199	0.287663978	0.310402842
VC2427	-0.142300103	-0.419283372	-0.25705299	-0.271955883	0.591974761	-0.235445943	0.405176038
VC2428	0.296054845	-0.03866201	0.093578282	-0.063663483	0.215462283	0.353520264	0.165940978
VC2429	0.253904145	0.277198622	0.20881829	0.29256708	0.087315403	0.062080767	0.961913631
VC2430	0.150749555	-0.354217216	-0.272755333	-0.172913738	0.082537137	0.111662701	-0.202941214
VC2431	0.012636778	0.248189255	0.360911327	0.253015246	0.610823445	0.312097568	0.342631694
VC2432	-0.201510957	0.041159454	0.02904674	-0.064888779	0.288475567	0.236253971	0.076140743
VC2433	-0.186023821	-0.026846419	-0.225856268	-0.265066672	0.385866882	0.014857069	0.114217763
VC2434	-0.249691685	0.029122797	-0.547454651	-0.227746095	0.28216292	-0.120539456	-0.260348037
VC2435	-0.173326239	0.365534551	-0.190018771	-0.030691638	0.441596704	0.083867099	-0.107608063
VC2436	-0.10391575	-0.586051643	-0.763143434	-0.565013034	-0.525199543	-0.534264643	-0.084503085
VC2437	0.044865246	0.117727082	0.206681205	0.145405304	0.21812718	0.456989789	0.250899583
VC2438	-0.165040143	-0.043958515	0.244848824	0.141628014	-0.128221919	0.331828947	0.10717698
VC2439	0.418360651	0.389826571	0.120667772	0.477666848	0.790604861	0.425027647	0.631675087
